listingId,formattedCompany,comparable,delivery.state,delivery.latitude,delivery.longitude,delivery.city,numVehicles,vehiclesCount,vehicleOperable,vehicles,vehicle_make,vehicle_types,wideLoad,pickup.state,pickup.latitude,pickup.longitude,pickup.city,preferred_shipper,price,truckMiles,rating_count,rating_license,rating_score
41170942,Creative Rides Inc.,True,CA,33.875014,-118.240778,compton,1,1,False,(RV),1981 southwind class a rv,(RV),0,AL,31.494984,-86.913842,evergreen,False,2000,2114,1020,valid,98.7%
41404928,Premium Auto Movers LLC,True,CA,34.104014,-117.292518,san bernardino,1,1,True,(SUV),2008 honda pilot,(SUV),0,AL,32.292881,-84.974062,fort mitchell,False,801,2133,609,valid,100.0%
41400823,Door to Door Transport,True,CA,34.104014,-117.292518,san bernardino,1,1,True,(SUV),2008 honda pilot,(SUV),0,AL,32.292881,-84.974062,fort mitchell,False,700,2133,2915,valid,99.9%
41502914,Q Auto Transport LLC,True,CA,32.721120,-117.166986,san diego,1,1,True,(Car),2016 kia soul,(Car),0,AL,34.335984,-86.310172,guntersville,False,750,2071,1465,valid,100.0%
41269647,Total Car Shipping,True,CA,35.332147,-116.662336,fort irwin,1,1,True,(Pickup),2008 nissan frontier crew cab le,(Pickup),0,AL,34.821601,-86.731102,harvest,False,950,1927,2320,valid,100.0%
41195614,Ford's Transportation Works,True,CA,33.875896,-117.993701,buena park,1,1,True,(Pickup),2003 toyota tundra,(Pickup),0,AL,34.759182,-86.689641,huntsville,False,800,2008,88,valid,100.0%
41476099,Nation Auto Transport LLC,True,CA,33.791307,-118.318634,lomita,1,1,True,(Van),2005 toyota sienna,(Van),0,AL,34.759182,-86.689641,huntsville,False,780,2028,1360,valid,99.9%
41488474,BWT Group LLC,True,CA,38.817886,-121.276169,rocklin,1,1,True,(SUV),2013 jeep patriot,(SUV),0,AL,34.813620,-86.503450,huntsville,False,800,2333,1036,valid,98.6%
41358986,"FCC Logistics, Inc.",True,CA,33.875014,-118.240778,compton,1,1,True,(SUV),2017 mercedes-benz gls450,(SUV),0,AL,31.411345,-85.495512,midland city,False,750,2175,164,valid,100.0%
41162485,Nationwide Transport Services LLC,True,CA,37.342165,-121.906775,san jose,1,1,True,(SUV),2007 gmc yukon,(SUV),0,AL,30.666570,-88.266256,mobile,False,1000,2348,3518,valid,100.0%
41443511,A1A Express Auto Shipping LLC,True,CA,37.949868,-122.540733,kentfield,1,1,True,(Pickup),2016 ford f-150 reg.cab,(Pickup),0,AL,33.217817,-87.539787,tuscaloosa,False,825,2339,1279,valid,100.0%
41393623,Heartland Auto Shippers,True,CO,38.643180,-104.829924,colorado springs,1,1,True,(Car),2015 kia optima,(Car),0,AL,32.252150,-86.208627,montgomery,False,450,1432,406,valid,100.0%
41496654,Rite Way Auto Transport  LLC,True,CO,38.277590,-104.644991,pueblo,1,1,True,(Car),2014 mercedes-benz c-class,(Car),0,AL,34.772352,-87.554916,muscle shoals,False,548,1208,2085,valid,99.6%
41373139,Vehicle Relocation Specialists Inc,True,CO,39.675748,-104.886004,denver,1,1,True,(Car),2007 chevrolet impala,(Car),0,AL,30.783878,-88.271423,semmes,False,700,1393,138,valid,100.0%
41429999,RoadRunner Auto Transport,True,FL,27.250705,-80.239969,jensen beach,1,1,True,(Car),1960 volvo pv544,(Car),0,AL,33.694836,-85.733730,anniston,False,300,647,2591,valid,100.0%
40891097,Bluemont Investment,True,FL,30.456169,-81.537453,jacksonville,1,1,True,(Van),2002 toyota sienna,(Van),0,AL,33.337626,-86.960735,bessemer,False,180,483,6,valid,100.0%
41415600,The Motorsport Lab Inc.,False,FL,27.336400,-82.530800,Sarasota,1,1,True,(Car),2006 lamborghini gallardo,(Car),0,AL,33.519260,-86.807546,Birmingham,False,700,595,7,valid,100.0%
41448016,"DIY Transport, Inc.",True,FL,28.706389,-81.343062,longwood,4,4,False,"(2 Car, Pickup, SUV)","1968 chevrolet c10
 1971 chevrolet el camino
 1990 mazda miata
 2012 jeep wrangler","(2 Car, Pickup, SUV)",0,AL,33.351416,-86.821528,birmingham,False,800,558,1988,valid,100.0%
41450160,RNR Logistics,True,FL,30.413881,-81.777983,jacksonville,1,1,False,(Car),2009 honda accord,(Car),0,AL,31.146161,-85.412448,dothan,False,250,261,307,valid,100.0%
41503991,Maranatha Auto Carrier Inc.,False,FL,25.773900,-80.193700,miami,1,1,False,(SUV),2011 toyota rav4,(SUV),0,AL,30.808850,-88.178103,eight mile,False,350,735,162,valid,100.0%
41504978,Best Deal Auto Shop Inc,True,FL,25.908307,-80.252466,opa locka,1,1,True,(Car),2011 toyota corolla,(Car),0,AL,30.808850,-88.178103,eight mile,False,300,730,382,valid,96.3%
41450264,Dorado Logistics LLC,True,FL,25.852189,-80.206726,miami,1,1,True,(Car),2017 ford shelby gt350,(Car),0,AL,30.383821,-87.715678,foley,False,325,708,117,valid,100.0%
41363385,LMR Auto Trans Brok,True,FL,27.810426,-81.986616,mulberry,1,1,False,(Pickup),2010 ford f-150 long bed extended cab 4x4,(Pickup),0,AL,34.432986,-86.931126,hartselle,False,595,641,1407,valid,100.0%
41409149,Massrec LLC,True,FL,27.250109,-80.383096,port saint lucie,1,1,True,(Car),2001 subaru wrx,(Car),0,AL,34.759182,-86.689641,huntsville,False,250,780,337,valid,99.4%
41225000,Direct Connect Auto Transport Inc.,True,FL,26.241801,-80.164602,pompano beach,1,1,True,(SUV),2003 honda cr-v,(SUV),0,AL,33.540920,-86.674476,irondale,False,350,719,1945,valid,99.8%
41398318,Qbic Freight Solutions LLC,True,FL,26.084586,-80.177016,fort lauderdale,1,1,True,(Car),1965 ford mustang,(Car),0,AL,33.855077,-85.775960,jacksonville,False,450,747,143,valid,100.0%
41496680,Carsarrive Network Inc.,True,FL,30.454597,-87.258345,pensacola,1,1,True,(Car),2012 hyundai sonata inop-heavy tow,(Car),0,AL,30.665624,-88.103864,mobile,False,160,60,953,valid,99.4%
41144662,Patriot Express Global,False,FL,30.338800,-81.671400,jacksonville,1,1,True,(Motorcycle),1973 honda sl 350,(Motorcycle),0,AL,31.499156,-87.329404,monroeville,False,150,408,9,valid,100.0%
41448527,"Mercury Auto Transport, Inc.",True,FL,26.730507,-81.845898,north fort myers,1,1,True,(SUV),2016 jeep wrangler unlimited 4dr hardtop,(SUV),0,AL,32.404500,-86.245900,montgomery,False,350.99,604,2713,valid,100.0%
41507218,Brumm Logistics Inc,True,FL,30.274794,-81.751056,jacksonville,1,1,True,(Car),2001 lincoln town car,(Car),0,AL,32.252150,-86.208627,montgomery,False,200,360,42,valid,100.0%
41460962,All States Auto Transport Inc.,False,FL,25.773900,-80.193700,miami,1,1,False,(Pickup),2008 ford f-150,(Pickup),0,AL,32.374400,-86.304300,montgomery,False,400,697,727,valid,100.0%
41433809,Welch Automotive Group Inc,True,FL,26.069628,-80.224512,fort lauderdale,1,1,False,(Car),2012 hyundai accent,(Car),0,AL,33.603374,-86.494434,moody,False,300,769,296,valid,99.8%
41502243,Truck Heavy Financial,True,FL,26.101490,-80.122776,fort lauderdale,1,1,True,(SUV),2013 ford escape,(SUV),0,AL,33.603374,-86.494434,moody,False,300,775,57,valid,96.5%
41309389,Auto Shipping Group Inc.,True,FL,27.587240,-80.384540,vero beach,1,1,True,(SUV),2002 mitsubishi montero,(SUV),0,AL,33.412996,-88.038080,reform,False,300,699,949,valid,99.5%
41507128,Roshan Motors Llc (prev. JAX Auto Sale),True,FL,30.344659,-81.734322,jacksonville,1,1,True,(Car),2010 hyundai sonata,(Car),0,AL,34.662910,-86.988182,tanner,False,225,547,103,valid,97.6%
41492743,United Road Logistics LLC,True,GA,33.995107,-83.706529,winder,1,0,True,(Car),2014 toyota corolla,(Car),0,AL,31.335360,-86.408769,andalusia,False,144,307,1165,valid,98.8%
41385348,J&S Affordable Auto Broker and Parts Deale...,True,GA,33.813800,-84.550292,mableton,1,1,False,(Car),2006 honda civic,(Car),0,AL,34.321754,-86.496857,arab,False,100,143,70,valid,87.1%
41455257,"Baltic Auto Shipping, Inc",False,GA,32.082868,-81.137852,savannah,1,1,True,(Motorcycle),2012 harley davidson flhx,(Motorcycle),0,AL,34.765786,-87.108167,athens,False,150,491,1054,valid,99.6%
41498604,Intertrade Inc,True,GA,32.082868,-81.137852,savannah,1,1,False,(Car),2014 chevrolet camaro ls,(Car),0,AL,34.815206,-86.887521,athens,False,250,490,1276,valid,98.5%
41506776,MetroGistics LLC,True,GA,31.518596,-84.038378,albany,1,1,True,(Car),2015 jeep compass,(Car),0,AL,33.550306,-86.744878,birmingham,False,150,242,2680,valid,100.0%
41492525,United Road Logistics LLC,True,GA,33.621890,-84.521194,college park,1,0,False,(SUV),2015 lexus rx 350,(SUV),0,AL,33.540920,-86.674476,birmingham,False,250,139,1165,valid,98.8%
41495431,Inshippers Inc.,True,GA,33.934362,-84.467211,marietta,1,1,True,(Car),2012 honda civic,(Car),0,AL,33.508576,-86.895308,birmingham,False,125,160,114,valid,100.0%
41506151,Melat Karpurition,True,GA,32.292755,-81.231372,rincon,1,1,True,(Car),2016 toyota corolla,(Car),0,AL,33.540920,-86.674476,birmingham,False,200,380,481,valid,99.2%
