vehicles,vehicleOperable,numVehicles,pickup.city,pickup.state,delivery.city,delivery.state,truckMiles,price,price_per_mile,rv,van,travel trailer,car,atv,suv,pickup,other,motorcycle,heavy equipment,boat
SUV,False,1,lansing,MI,manassas park,VA,590.2777777777778,425.0,0.72,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,davison,MI,glen burnie,MD,597.0149253731342,400.0,0.67,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,dimondale,MI,fallston,MD,606.060606060606,400.0,0.66,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,commerce township,MI,baltimore,MD,546.875,350.0,0.64,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,southfield,MI,baltimore,MD,555.5555555555555,350.0,0.63,0,0,0,0,0,1,0,0,0,0,0
Boat,False,1,harrison township,MI,hartland,MI,66.00660066006601,800.0,12.12,0,0,0,0,0,0,0,0,0,0,1
Boat,True,1,harrison township,MI,hartland,MI,66.02112676056339,750.0,11.359999999999998,0,0,0,0,0,0,0,0,0,0,1
Boat,True,1,harrison township,MI,hartland,MI,66.00660066006601,600.0,9.09,0,0,0,0,0,0,0,0,0,0,1
SUV,True,1,chesterfield,MI,howell,MI,73.09941520467837,250.0,3.42,0,0,0,0,0,1,0,0,0,0,0
Pickup,True,1,detroit,MI,lansing,MI,95.23809523809524,120.0,1.26,0,0,0,0,0,0,1,0,0,0,0
Boat,True,1,harrison township,MI,hartland,MI,65.98240469208211,900.0,13.639999999999999,0,0,0,0,0,0,0,0,0,0,1
Boat,False,1,harrison township,MI,hartland,MI,66.00660066006601,800.0,12.12,0,0,0,0,0,0,0,0,0,0,1
Boat,True,1,harrison township,MI,hartland,MI,66.00660066006601,600.0,9.09,0,0,0,0,0,0,0,0,0,0,1
SUV,True,1,chesterfield,MI,howell,MI,73.09941520467837,250.0,3.42,0,0,0,0,0,1,0,0,0,0,0
Pickup,True,1,detroit,MI,lansing,MI,95.23809523809524,120.0,1.26,0,0,0,0,0,0,1,0,0,0,0
Car,True,1,norway,MI,milwaukee,WI,208.33333333333331,275.0,1.32,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,escanaba,MI,milwaukee,WI,229.3577981651376,250.0,1.09,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,marquette,MI,muskegon,MI,431.0344827586207,375.0,0.87,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,houghton,MI,milwaukee,WI,333.33333333333337,200.0,0.6,0,0,0,0,0,1,0,0,0,0,0
Other,False,1,marquette,MI,caledonia,WI,309.09090909090907,170.0,0.55,0,0,0,0,0,0,0,1,0,0,0
Pickup,False,1,new boston,MI,standish,MI,157.35294117647058,107.0,0.68,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,west branch,MI,184.48275862068968,107.0,0.58,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,pigeon,MI,161.53846153846152,84.0,0.52,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,alpena,MI,260.78431372549016,133.0,0.51,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,alpena,MI,265.0,106.0,0.4,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,carleton,MI,cheboygan,MI,297.61904761904765,250.0,0.84,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,romulus,MI,kingsley,MI,246.91358024691357,200.0,0.81,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,cadillac,MI,228.07017543859652,130.0,0.57,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,gaylord,MI,243.47826086956522,112.0,0.46,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,charlevoix,MI,287.1794871794872,112.0,0.39,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,carleton,MI,fort wayne,IN,161.29032258064515,200.0,1.24,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,redford,MI,leipsic,OH,126.05042016806723,150.0,1.19,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,richmond,MI,carleton,MI,84.74576271186442,100.0,1.18,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,saginaw,MI,113.8888888888889,82.0,0.72,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,standish,MI,157.35294117647058,107.0,0.68,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,reese,MI,120.58823529411764,82.0,0.68,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,frankenmuth,MI,106.55737704918033,65.0,0.61,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,saginaw,MI,114.03508771929826,65.0,0.57,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,clinton township,MI,49.99999999999999,55.0,1.1,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,brownstown,MI,10.0,49.0,4.9,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,plymouth,MI,26.063829787234045,49.0,1.88,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,richmond,MI,carleton,MI,84.74576271186442,100.0,1.18,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,reese,MI,120.58823529411764,82.0,0.68,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,ubly,MI,133.33333333333334,84.0,0.63,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,ubly,MI,133.33333333333334,84.0,0.63,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,caro,MI,134.4262295081967,82.0,0.61,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,vassar,MI,116.07142857142856,65.0,0.56,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,eaton rapids,MI,89.47368421052632,68.0,0.76,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,carleton,MI,grandville,MI,178.57142857142858,125.0,0.7,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,charlotte,MI,111.47540983606558,68.0,0.61,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,eaton rapids,MI,90.0,54.0,0.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,charlotte,MI,110.20408163265306,54.0,0.49,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,warren,MI,dimondale,MI,89.28571428571428,100.0,1.12,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,saint johns,MI,107.5268817204301,100.0,0.93,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,grand ledge,MI,106.25,68.0,0.64,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,grand ledge,MI,108.0,54.0,0.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,grand ledge,MI,108.0,54.0,0.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,detroit,MI,romeo,MI,32.98153034300792,125.0,3.7899999999999996,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,flint,MI,82.53968253968254,52.0,0.63,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,romulus,MI,flint,MI,84.21052631578948,80.0,0.95,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.78787878787878,52.0,0.66,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,millington,MI,110.16949152542374,65.0,0.59,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,davison,MI,91.2280701754386,52.0,0.57,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,carleton,MI,coopersville,MI,186.91588785046727,200.0,1.07,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,carleton,MI,coopersville,MI,186.17021276595744,175.0,0.9400000000000001,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,215.78947368421052,82.0,0.38,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,215.78947368421052,82.0,0.38,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,215.78947368421052,82.0,0.38,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,carleton,MI,coopersville,MI,186.91588785046727,200.0,1.07,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,carleton,MI,coopersville,MI,186.17021276595744,175.0,0.9400000000000001,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,216.66666666666669,104.0,0.48,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,215.78947368421052,82.0,0.38,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,big rapids,MI,215.78947368421052,82.0,0.38,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,west branch,MI,184.48275862068968,107.0,0.58,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,Romulus,MI,Williamsburg,MI,255.10204081632654,125.0,0.49,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,lake city,MI,226.08695652173913,104.0,0.46,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,gaylord,MI,243.47826086956522,112.0,0.46,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,lake city,MI,227.7777777777778,82.0,0.36,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.78787878787878,52.0,0.66,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,petoskey,MI,278.4313725490196,142.0,0.51,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,rogers city,MI,277.08333333333337,133.0,0.4799999999999999,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,gaylord,MI,243.47826086956522,112.0,0.46,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,petoskey,MI,280.0,112.0,0.4,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,charlevoix,MI,287.1794871794872,112.0,0.39,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,detroit,MI,romeo,MI,32.98153034300792,125.0,3.7899999999999996,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,saint johns,MI,107.5268817204301,100.0,0.93,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,reese,MI,120.37037037037037,65.0,0.54,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,caro,MI,135.41666666666669,65.0,0.4799999999999999,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,saint johns,MI,107.5268817204301,100.0,0.93,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,midland,MI,149.09090909090907,82.0,0.55,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,reese,MI,120.37037037037037,65.0,0.54,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,bay city,MI,127.45098039215686,65.0,0.51,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,new boston,MI,bay city,MI,127.45098039215686,65.0,0.51,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,new boston,MI,albion,MI,86.74698795180723,72.0,0.83,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,albion,MI,86.74698795180723,72.0,0.83,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,eaton rapids,MI,89.47368421052632,68.0,0.76,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,eaton rapids,MI,90.0,54.0,0.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,hicksville,OH,115.68627450980392,59.0,0.51,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,carleton,MI,fort wayne,IN,161.29032258064515,200.0,1.24,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,redford,MI,leipsic,OH,126.05042016806723,150.0,1.19,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,adrian,MI,49.13793103448276,57.0,1.16,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,belleville,MI,goshen,IN,180.41237113402062,175.0,0.97,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,coldwater,MI,126.66666666666666,57.0,0.45,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,wayne,MI,15.0,39.0,2.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,flint,MI,monroe,MI,87.71929824561404,100.0,1.14,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,flint,MI,monroe,MI,87.71929824561404,100.0,1.14,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,ann arbor,MI,36.05769230769231,75.0,2.08,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,dearborn,MI,carleton,MI,32.89473684210526,50.0,1.5200000000000002,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,saint johns,MI,107.5268817204301,100.0,0.93,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,new boston,MI,wayne,MI,15.0,39.0,2.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,clinton township,MI,49.99999999999999,55.0,1.1,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,clinton township,MI,49.99999999999999,55.0,1.1,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,imlay city,MI,89.65517241379311,52.0,0.58,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,wayne,MI,15.0,39.0,2.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,clinton township,MI,49.99999999999999,55.0,1.1,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,troy,MI,51.96078431372549,53.0,1.02,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,troy,MI,51.96078431372549,53.0,1.02,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,54.08163265306123,53.0,0.98,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,dexter,MI,41.93548387096774,39.0,0.9300000000000002,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.78787878787878,52.0,0.66,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,wayne,MI,15.0,39.0,2.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,dexter,MI,41.93548387096774,39.0,0.9300000000000002,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,novi,MI,32.91925465838509,53.0,1.61,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,milford,MI,46.90265486725664,53.0,1.13,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,brighton,MI,52.0,52.0,1.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,highland,MI,48.18181818181818,53.0,1.1,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,fenton,MI,63.80952380952381,67.0,1.05,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,fenton,MI,63.80952380952381,67.0,1.05,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,54.08163265306123,53.0,0.98,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,washington township,MI,67.90123456790123,55.0,0.81,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,washington township,MI,67.90123456790123,55.0,0.81,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,53.84615384615385,42.0,0.78,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,54.08163265306123,53.0,0.98,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,54.08163265306123,53.0,0.98,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,53.84615384615385,42.0,0.78,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,flint,MI,82.53968253968254,52.0,0.63,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,ann arbor,MI,36.05769230769231,75.0,2.08,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,dearborn,MI,carleton,MI,32.89473684210526,50.0,1.5200000000000002,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,romulus,MI,flint,MI,84.21052631578948,80.0,0.95,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,grand blanc,MI,78.78787878787878,52.0,0.66,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,birch run,MI,101.5625,65.0,0.64,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,davison,MI,91.2280701754386,52.0,0.57,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,detroit,MI,romeo,MI,32.98153034300792,125.0,3.7899999999999996,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,ann arbor,MI,36.05769230769231,75.0,2.08,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,dearborn,MI,westland,MI,10.0,50.0,5.0,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,detroit,MI,detroit,MI,18.987341772151897,75.0,3.95,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,troy,MI,51.96078431372549,53.0,1.02,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,troy,MI,51.96078431372549,53.0,1.02,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,rochester hills,MI,53.84615384615385,42.0,0.78,0,0,0,0,0,1,0,0,0,0,0
Car,False,1,detroit,MI,romeo,MI,32.98153034300792,125.0,3.7899999999999996,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,ann arbor,MI,36.05769230769231,75.0,2.08,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
Pickup,False,1,new boston,MI,wayne,MI,15.0,39.0,2.6,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,imlay city,MI,89.65517241379311,52.0,0.58,0,0,0,0,0,0,1,0,0,0,0
Car,False,1,detroit,MI,romeo,MI,32.98153034300792,125.0,3.7899999999999996,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,detroit,MI,30.0,75.0,2.5,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,woodhaven,MI,clinton township,MI,50.0,65.0,1.3,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,carleton,MI,detroit,MI,45.08196721311476,55.0,1.22,0,0,0,1,0,0,0,0,0,0,0
Car,False,1,belleville,MI,saint johns,MI,107.5268817204301,100.0,0.93,0,0,0,1,0,0,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,grand blanc,MI,78.82352941176471,67.0,0.85,0,0,0,0,0,1,0,0,0,0,0
SUV,False,1,new boston,MI,flint,MI,82.53968253968254,52.0,0.63,0,0,0,0,0,1,0,0,0,0,0
Pickup,False,1,new boston,MI,detroit,MI,32.02614379084967,49.0,1.53,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,clinton township,MI,49.99999999999999,55.0,1.1,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,waterford,MI,44.21052631578947,42.0,0.9500000000000001,0,0,0,0,0,0,1,0,0,0,0
Pickup,False,1,new boston,MI,sterling heights,MI,50.0,43.0,0.86,0,0,0,0,0,0,1,0,0,0,0
