vehicles,vehicleOperable,numVehicles,pickup.city,pickup.state,delivery.city,delivery.state,truckMiles,price,price_per_mile,rv,van,travel trailer,car,atv,suv,pickup,other,motorcycle,heavy equipment,boat
(Pickup),True,1,manheim,PA,greensboro,NC,432,300,0.6944444444444444,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,moon township,PA,matthews,NC,469,350,0.746268656716418,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,morrisville,PA,pinehurst,NC,516,400,0.7751937984496124,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,new hope,PA,spruce pine,NC,610,400,0.6557377049180327,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,pennsburg,PA,charlotte,NC,577,350,0.6065857885615251,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,pittsburgh,PA,charlotte,NC,454,450,0.9911894273127754,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,pittsburgh,PA,marion,NC,487,360,0.7392197125256673,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,silverdale,PA,jamestown,NC,492,325,0.6605691056910569,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,state college,PA,greensboro,NC,461,300,0.6507592190889371,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,state college,PA,winston salem,NC,490,450,0.9183673469387755,0,0,0,0,0,1,0,0,0,0,0
"(Car, Pickup)",True,2,emmaus,PA,grand forks,ND,1453,1450,0.9979353062629044,0,0,0,1,0,0,1,0,0,0,0
(Car),True,1,enola,PA,carrington,ND,1436,1000,0.6963788300835655,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,johnstown,PA,lincoln,NE,1052,750,0.7129277566539924,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,pittsburgh,PA,omaha,NE,917,425,0.46346782988004365,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,york,PA,lebanon,NH,451,350,0.7760532150776053,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,adamsburg,PA,elizabeth,NJ,339,240,0.7079646017699115,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,adamsburg,PA,elizabeth,NJ,339,250,0.7374631268436578,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,allentown,PA,pennsauken,NJ,69,150,2.1739130434782608,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,bridgeport,PA,newark,NJ,93,150,1.6129032258064515,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,cairnbrook,PA,roselle,NJ,294,275,0.935374149659864,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),False,1,chalfont,PA,secaucus,NJ,84,100,1.1904761904761905,0,0,0,0,0,0,0,0,1,0,0
(Car),False,1,chalfont,PA,newark,NJ,77,110,1.4285714285714286,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,chalfont,PA,hillside,NJ,73,130,1.7808219178082192,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,conshohocken,PA,bayonne,NJ,93,100,1.075268817204301,0,0,0,1,0,0,0,0,0,0,0
(Pickup),False,1,cranberry township,PA,newark,NJ,379,250,0.6596306068601583,0,0,0,0,0,0,1,0,0,0,0
(SUV),False,1,cranberry township,PA,bayonne,NJ,383,275,0.7180156657963447,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,duryea,PA,bayonne,NJ,130,150,1.1538461538461537,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,ebensburg,PA,linden,NJ,294,280,0.9523809523809523,0,0,0,0,0,0,1,0,0,0,0
(Car),False,1,ebensburg,PA,kearny,NJ,296,250,0.8445945945945946,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,ellwood city,PA,newark,NJ,388,200,0.5154639175257731,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,garland,PA,newark,NJ,358,300,0.8379888268156425,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,grantville,PA,bayonne,NJ,153,140,0.9150326797385621,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,hatfield,PA,bayonne,NJ,93,150,1.6129032258064515,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,hatfield,PA,garfield,NJ,94,150,1.5957446808510638,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,lake ariel,PA,roselle,NJ,122,125,1.0245901639344261,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,manheim,PA,newark,NJ,153,75,0.49019607843137253,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,manor,PA,lakewood,NJ,340,250,0.7352941176470589,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,mckeesport,PA,denville,NJ,347,300,0.8645533141210374,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,middletown,PA,delanco,NJ,119,110,0.9243697478991597,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,montrose,PA,linden,NJ,166,300,1.8072289156626506,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,moon township,PA,linden,NJ,378,250,0.6613756613756614,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,pennsburg,PA,bayonne,NJ,99,140,1.4141414141414141,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,pennsburg,PA,newark,NJ,93,125,1.3440860215053763,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,pennsburg,PA,newark,NJ,93,100,1.075268817204301,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pennsburg,PA,newark,NJ,93,100,1.075268817204301,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,pennsburg,PA,bayonne,NJ,99,125,1.2626262626262625,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,perkasie,PA,mays landing,NJ,92,150,1.6304347826086956,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,philadelphia,PA,manville,NJ,56,84,1.5,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,philadelphia,PA,manville,NJ,56,84,1.5,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,philadelphia,PA,merchantville,NJ,13,50,3.8461538461538463,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,pittston,PA,newark,NJ,123,125,1.016260162601626,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),True,1,shamokin,PA,newark,NJ,147,125,0.8503401360544217,0,0,0,0,0,0,0,0,1,0,0
(Car),True,1,townville,PA,bayonne,NJ,375,250,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,washington,PA,roselle,NJ,371,300,0.8086253369272237,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,waynesboro,PA,riverton,NJ,181,200,1.1049723756906078,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,west mifflin,PA,newark,NJ,351,150,0.42735042735042733,0,0,0,0,0,1,0,0,0,0,0
(Motorcycle),False,1,west mifflin,PA,edison,NJ,344,150,0.436046511627907,0,0,0,0,0,0,0,0,1,0,0
(Pickup),True,1,white haven,PA,cape may court house,NJ,183,400,2.185792349726776,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,york,PA,bayonne,NJ,179,175,0.9776536312849162,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,york haven,PA,newark,NJ,175,150,0.8571428571428571,0,1,0,0,0,0,0,0,0,0,0
(SUV),True,1,york haven,PA,bayonne,NJ,180,150,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,allison park,PA,las vegas,NM,1616,950,0.5878712871287128,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,allison park,PA,las vegas,NM,1616,900,0.556930693069307,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,ambler,PA,santa fe,NM,1923,850,0.4420176807072283,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,ephrata,PA,rio rancho,NM,1898,800,0.4214963119072708,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,hazleton,PA,farmington,NM,2035,1100,0.5405405405405406,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,philadelphia,PA,santa fe,NM,1939,700,0.36101083032490977,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,las vegas,NM,1611,625,0.38795779019242704,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,ambridge,PA,henderson,NV,2199,800,0.36380172805820826,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,burgettstown,PA,sparks,NV,2364,1000,0.4230118443316413,0,0,0,0,0,1,0,0,0,0,0
(SUV),False,1,erie,PA,las vegas,NV,2186,900,0.41171088746569073,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,homestead,PA,n las vegas,NV,2203,600,0.2723558783477077,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,hometown,PA,las vegas,NV,2424,975,0.40222772277227725,0,1,0,0,0,0,0,0,0,0,0
(Van),True,1,manchester,PA,carson city,NV,2590,1750,0.6756756756756757,0,1,0,0,0,0,0,0,0,0,0
(SUV),True,1,manheim,PA,henderson,NV,2439,900.01,0.3690077900779008,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,mountville,PA,las vegas,NV,2441,850,0.3482179434657927,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,murrysville,PA,las vegas,NV,2223,750,0.33738191632928477,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,las vegas,NV,2205,750,0.3401360544217687,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,washington,PA,las vegas,NV,2170,900,0.4147465437788018,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,conneaut lake,PA,new york,NY,402,245,0.6094527363184079,0,0,0,0,0,1,0,0,0,0,0
(Van),True,1,corry,PA,woodside,NY,387,300,0.7751937984496124,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,cranberry township,PA,long island city,NY,404,250,0.6188118811881188,0,0,0,1,0,0,0,0,0,0,0
(Van),False,1,ellwood city,PA,brooklyn,NY,410,250,0.6097560975609756,0,1,0,0,0,0,0,0,0,0,0
(Van),True,1,hatfield,PA,blauvelt,NY,113,175,1.5486725663716814,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,hatfield,PA,elmhurst,NY,110,125,1.1363636363636365,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,irwin,PA,albany,NY,455,350,0.7692307692307693,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,manheim,PA,hollis,NY,187,100,0.5347593582887701,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,manheim,PA,honeoye falls,NY,265,225,0.8490566037735849,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,mechanicsburg,PA,rochester,NY,264,350,1.3257575757575757,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,palmyra,PA,nanuet,NY,179,200,1.1173184357541899,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pennsburg,PA,brooklyn,NY,114,175,1.5350877192982457,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,queens village,NY,403,300,0.7444168734491315,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scranton,PA,riverhead,NY,199,260,1.306532663316583,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,west chester,PA,buffalo,NY,387,350,0.9043927648578811,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,westfield,PA,waverly,NY,80,160,2.0,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,york,PA,deer park,NY,224,300,1.3392857142857142,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,york,PA,queens,NY,206,250,1.2135922330097086,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,butler,PA,cincinnati,OH,325,300,0.9230769230769231,0,0,0,1,0,0,0,0,0,0,0
(Heavy Equipment),True,1,Cranberry Township,PA,Bluffton,OH,240,400,1.6666666666666667,0,0,0,0,0,0,0,0,0,1,0
(Van),True,1,cranberry twp,PA,marysville,OH,226,180,0.7964601769911505,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,doylestown,PA,grove city,OH,491,250,0.5091649694501018,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,erie,PA,dublin,OH,235,375,1.5957446808510638,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,etters,PA,wilmington,OH,433,250,0.5773672055427251,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,glen mills,PA,grove city,OH,466,250,0.5364806866952789,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,hollidaysburg,PA,grove city,OH,299,230,0.7692307692307693,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,irwin,PA,columbus,OH,197,222,1.1269035532994924,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,manheim,PA,hamilton,OH,493,250,0.5070993914807302,0,0,0,1,0,0,0,0,0,0,0
(6 Car),True,6,manheim,PA,cleveland,OH,355,660,1.8591549295774648,0,0,0,6,0,0,0,0,0,0,0
(5 Car),True,5,manheim,PA,cleveland,OH,355,550,1.5492957746478873,0,0,0,5,0,0,0,0,0,0,0
(9 Car),True,9,manheim,PA,cleveland,OH,355,990,2.788732394366197,0,0,0,9,0,0,0,0,0,0,0
(SUV),True,1,manheim,PA,delaware,OH,421,220,0.5225653206650831,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,manheim,PA,columbus,OH,393,250,0.6361323155216285,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,manheim,PA,dover,OH,332,265,0.7981927710843374,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,monroeville,PA,grove city,OH,212,135,0.6367924528301887,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,pennsburg,PA,hamilton,OH,555,350,0.6306306306306306,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,philadelphia,PA,columbus,OH,485,400,0.8247422680412371,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,philadelphia,PA,westerville,OH,485,350,0.7216494845360825,0,1,0,0,0,0,0,0,0,0,0
"(4 Car, 3 SUV)",True,7,pittsburgh,PA,cincinnati,OH,287,750,2.6132404181184667,0,0,0,4,0,3,0,0,0,0,0
(Car),True,1,pittsburgh,PA,columbus,OH,176,187,1.0625,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,grove city,OH,206,145,0.7038834951456311,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,grove city,OH,206,145,0.7038834951456311,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,punxsutawney,PA,cuyahoga falls,OH,152,125,0.8223684210526315,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,springfield,PA,grove city,OH,472,250,0.5296610169491526,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,washington,PA,cuyahoga falls,OH,143,125,0.8741258741258742,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,washington,PA,columbus,OH,170,125,0.7352941176470589,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,washington,PA,columbus,OH,158,200,1.2658227848101267,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,wexford,PA,groveport,OH,196,200,1.0204081632653061,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,manchester,PA,drumright,OK,1229,750,0.6102522375915378,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,downingtown,PA,portland,OR,2833,1000,0.35298270384751146,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,elizabethtown,PA,medford,OR,2804,1000,0.3566333808844508,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,garland,PA,portland,OR,2587,1000,0.3865481252415926,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,hershey,PA,portland,OR,2787,1000,0.35880875493362036,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,philadelphia,PA,brookings,OR,3027,1226,0.4050214734060126,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,philadelphia,PA,beaverton,OR,2875,955,0.33217391304347826,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,beaverton,OR,2586,900,0.3480278422273782,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,ardmore,PA,harrisburg,PA,103,150,1.4563106796116505,0,1,0,0,0,0,0,0,0,0,0
(3 Pickup),True,3,aston,PA,eynon,PA,139,334,2.402877697841727,0,0,0,0,0,0,3,0,0,0,0
(Car),True,1,bath,PA,hermitage,PA,319,200,0.6269592476489029,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bath,PA,hermitage,PA,319,200,0.6269592476489029,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,big run,PA,cranberry township,PA,86,125,1.4534883720930232,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,big run,PA,new stanton,PA,83,135,1.6265060240963856,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,corry,PA,new stanton,PA,168,150,0.8928571428571429,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,cranberry twp,PA,hatfield,PA,325,240,0.7384615384615385,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,doylestown,PA,lancaster,PA,91,82,0.9010989010989011,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,dunmore,PA,norristown,PA,113,175,1.5486725663716814,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,dunmore,PA,scranton,PA,6,75,12.5,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,ellwood city,PA,philadelphia,PA,351,275,0.7834757834757835,0,0,0,0,0,0,1,0,0,0,0
(SUV),False,1,greenville,PA,manheim,PA,283,350,1.2367491166077738,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,harrisburg,PA,glenolden,PA,109,110,1.0091743119266054,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,hermitage,PA,lancaster,PA,300,173,0.5766666666666667,0,0,0,0,0,1,0,0,0,0,0
(SUV),False,1,king of prussia,PA,lancaster,PA,59,85,1.4406779661016949,0,0,0,0,0,1,0,0,0,0,0
"(Car, 2 SUV)",True,3,manheim,PA,zelienople,PA,255,375,1.4705882352941178,0,0,0,1,0,2,0,0,0,0,0
(Car),False,1,mckees rocks,PA,manheim,PA,241,310,1.2863070539419088,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mckees rocks,PA,manheim,PA,241,230,0.9543568464730291,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,mckeesport,PA,manheim,PA,221,300,1.3574660633484164,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mechanicsburg,PA,new stanton,PA,165,175,1.0606060606060606,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,mercer,PA,somerset,PA,130,140,1.0769230769230769,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,middletown,PA,east petersburg,PA,25,75,3.0,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,moosic,PA,manheim,PA,119,140,1.1764705882352942,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,natrona heights,PA,manheim,PA,237,200,0.8438818565400844,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,new bethlehem,PA,new stanton,PA,78,130,1.6666666666666667,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,new castle,PA,manheim,PA,282,200,0.7092198581560284,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,new castle,PA,lancaster,PA,290,173,0.596551724137931,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,new eagle,PA,new stanton,PA,22,95,4.318181818181818,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,norristown,PA,hatfield,PA,15,80,5.333333333333333,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,pennsburg,PA,lancaster,PA,72,100,1.3888888888888888,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,pittsburgh,PA,manheim,PA,223,350,1.5695067264573992,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,cranberry township,PA,28,55,1.9642857142857142,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pleasant hls,PA,souderton,PA,307,225,0.7328990228013029,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,reading,PA,pittsburgh,PA,272,185,0.6801470588235294,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,seneca,PA,new stanton,PA,102,180,1.7647058823529411,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tobyhanna,PA,lancaster,PA,122,100,0.819672131147541,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,valencia,PA,lancaster,PA,247,168,0.680161943319838,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,whitehall,PA,manheim,PA,77,115,1.4935064935064934,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,york,PA,monroeville,PA,211,150,0.7109004739336493,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,philadelphia,PA,warren,RI,286,150,0.5244755244755245,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,butler,PA,aynor,SC,622,450,0.7234726688102894,0,0,0,0,0,0,1,0,0,0,0
(Van),True,1,corry,PA,ravenel,SC,777,525,0.6756756756756757,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,decatur,PA,longs,SC,594,450,0.7575757575757576,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,du bois,PA,graniteville,SC,722,550,0.7617728531855956,0,0,0,0,0,1,0,0,0,0,0
(Pickup),False,1,duryea,PA,roebuck,SC,672,500,0.7440476190476191,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,manheim,PA,rock hill,SC,541,300,0.5545286506469501,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mc donald,PA,greenville,SC,531,540,1.0169491525423728,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,mercer,PA,orangeburg,SC,636,500,0.7861635220125787,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,new stanton,PA,georgetown,SC,643,400,0.6220839813374806,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,yeadon,PA,conway,SC,580,375,0.646551724137931,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,beaver falls,PA,jackson,TN,708,710,1.002824858757062,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,danville,PA,franklin,TN,814,600,0.7371007371007371,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,erie,PA,knoxville,TN,590,550,0.9322033898305084,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,mechanicsburg,PA,murfreesboro,TN,700,450,0.6428571428571429,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,philadelphia,PA,red bank,TN,751,550,0.7323568575233023,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,collierville,TN,758,550,0.7255936675461742,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,portage,PA,mountain city,TN,418,295.00,0.7057416267942583,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,reading,PA,nashville,TN,793,400,0.5044136191677175,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,washington,PA,knoxville,TN,468,450,0.9615384615384616,0,0,0,0,0,1,0,0,0,0,0
(Pickup),False,1,waynesboro,PA,ooltewah,TN,581,500,0.8605851979345955,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,allentown,PA,san antonio,TX,1733,650,0.3750721292556261,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,camp hill,PA,san antonio,TX,1658,500,0.30156815440289503,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,devon,PA,dallas,TX,1474,1100,0.746268656716418,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,doylestown,PA,houston,TX,1574,550,0.34942820838627703,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,du bois,PA,mesquite,TX,1316,700,0.5319148936170213,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,erie,PA,fort worth,TX,1305,660,0.5057471264367817,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,erie,PA,vernon,TX,1318,850,0.644916540212443,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,glen mills,PA,garland,TX,1446,500,0.3457814661134163,0,0,0,0,0,1,0,0,0,0,0
(3 Car),True,3,greencastle,PA,mansfield,TX,1356,1200,0.8849557522123894,0,0,0,3,0,0,0,0,0,0,0
(Car),True,1,greensburg,PA,fort worth,TX,1265,501,0.3960474308300395,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,harrisburg,PA,north richland hills,TX,1419,550,0.3875968992248062,0,1,0,0,0,0,0,0,0,0,0
(Travel Trailer),True,1,harrisville,PA,brownsville,TX,1794,1800,1.0033444816053512,0,0,1,0,0,0,0,0,0,0,0
(SUV),True,1,horsham,PA,brownsville,TX,1917,700,0.3651538862806468,0,0,0,0,0,1,0,0,0,0,0
(Travel Trailer),True,1,jonestown,PA,jefferson,TX,1285,1300,1.0116731517509727,0,0,1,0,0,0,0,0,0,0,0
(Car),True,1,lancaster,PA,dallas,TX,1427,500,0.350385423966363,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,latrobe,PA,amarillo,TX,1394,900,0.6456241032998565,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,latrobe,PA,roanoke,TX,1285,450,0.35019455252918286,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,manheim,PA,grand prairie,TX,1430,500,0.34965034965034963,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,manheim,PA,houston,TX,1509,1000,0.6626905235255136,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,montgomeryville,PA,katy,TX,1602,900,0.5617977528089888,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mt lebanon,PA,fort worth,TX,1248,500,0.40064102564102566,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,New Castle,PA,Richmond,TX,1385,500,0.36101083032490977,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,new hope,PA,austin,TX,1701,600,0.3527336860670194,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,New Stanton,PA,Houston,TX,1362,650,0.47723935389133626,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,nicholson,PA,bacliff,TX,1601,655,0.4091193004372267,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,nicholson,PA,bacliff,TX,1601,700,0.4372267332916927,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,philadelphia,PA,round rock,TX,1680,700,0.4166666666666667,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,philadelphia,PA,austin,TX,1685,500,0.29673590504451036,0,0,0,1,0,0,0,0,0,0,0
"(7 Car, 2 SUV, Van)",True,10,philadelphia,PA,houston,TX,1572,3500,2.2264631043257,0,1,0,7,0,2,0,0,0,0,0
(Car),True,1,pittsburgh,PA,dallas,TX,1267,500,0.39463299131807417,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pittsburgh,PA,houston,TX,1348,900,0.6676557863501483,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,reading,PA,houston,TX,1525,625,0.4098360655737705,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,reading,PA,san angelo,TX,1729,850,0.4916136495083864,0,0,0,1,0,0,0,0,0,0,0
"(2 Pickup, Van)",True,3,souderton,PA,seguin,TX,1746,1800,1.0309278350515463,0,1,0,0,0,0,2,0,0,0,0
(Car),True,1,york,PA,san antonio,TX,1688,550,0.32582938388625593,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,altoona,PA,eden,UT,1946,602,0.30935251798561153,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,clarks summit,PA,provo,UT,2101,900,0.42836744407425037,0,0,0,0,0,1,0,0,0,0,0
