listingId,formattedCompany,comparable,delivery.state,delivery.latitude,delivery.longitude,numVehicles,vehiclesCount,vehicleOperable,vehicles,wideLoad,pickup.state,pickup.latitude,pickup.longitude,preferred_shipper,price,rating_count,rating_license,rating_score
41413239,Reindeer Logistics Inc. (prev. Reindeer Au...,1,WA,45.679855,-122.649732,1,1,1,(Car),0,AL,32.467355,-86.359491,0,1100,983,1,99.4%
41396935,Hat Creek Carriers,1,WA,47.261056,-122.510467,1,1,1,(Other),0,AL,32.683322,-85.403409,0,800,725,1,88.1%
41175007,Freedom Auto Transport LLC,1,WA,47.128709,-122.522444,1,1,0,(SUV),0,AL,32.491480,-85.031052,0,930,2108,1,100.0%
41489817,"Waukesha Imports, Llc",1,WI,43.029094,-88.213516,1,1,1,(SUV),0,AL,30.665624,-88.103864,0,550,89,1,97.8%
41478022,"Les Mack Chevrolet-Buick,",1,WI,42.850716,-90.689558,1,1,1,(SUV),0,AL,33.603374,-86.494434,0,400,84,1,100.0%
41455841,MetroGistics LLC,1,AL,32.369423,-86.159596,1,1,1,(Car),0,AR,35.063958,-92.370596,0,315,2680,1,100.0%
41457870,JDC Enterprises Inc,0,AR,36.187614,-94.239698,1,1,1,(Car),0,AR,34.049477,-93.081680,0,120,7,1,85.7%
41481059,LNR Services LLC,0,AR,35.888104,-90.638038,1,1,1,(Pickup),0,AR,36.358326,-94.236067,0,200,251,1,100.0%
41485279,LNR Services LLC,0,AR,36.358326,-94.236067,1,1,1,(Pickup),0,AR,35.888104,-90.638038,0,200,251,1,100.0%
41490885,Nationwide Auto Transportation LLC (prev. ...,1,AR,36.118166,-94.059994,1,1,1,(Car),0,AR,34.782052,-92.152820,0,150,1013,1,99.8%
41481804,Elite Autos LLC,1,AR,35.779513,-90.742341,1,1,1,(Car),0,AR,36.180440,-94.035930,0,300,145,1,100.0%
41489254,Maranatha Auto Carrier Inc.,1,AZ,32.076994,-110.898754,1,1,0,(Car),0,AR,35.063958,-92.370596,0,550,162,1,100.0%
41459254,Mid South Brokers,1,AZ,33.538168,-112.185914,1,1,1,(Pickup),0,AR,36.034808,-94.269069,0,600,13,1,100.0%
41425520,Capitol Auto Transport,1,AZ,32.401553,-110.953036,1,1,1,(SUV),0,AR,34.752862,-92.274760,0,680,1423,1,100.0%
41484713,"N.A.V.T. Inc,",1,AZ,33.432017,-112.012424,1,1,1,(Pickup),0,AR,34.907709,-92.137929,0,650,943,1,99.9%
41478453,AAA Aero Auto Transport,0,AZ,33.334686,-111.742989,1,1,1,(Car),0,AR,33.241951,-93.180758,0,520,187,1,97.3%
41454877,Lone Star Car Broker/Lone Star Car Transpo...,1,AZ,32.071354,-110.908940,1,1,1,(Pickup),0,AR,35.218398,-90.183161,0,700,1417,1,100.0%
41411919,Orange Auto Transport,1,CA,33.352930,-117.418744,1,1,1,(Car),0,AR,34.624280,-92.672405,0,600,1261,1,100.0%
41448128,AmeriFreight,1,CA,37.369650,-122.024210,1,1,1,(Car),0,AR,36.358326,-94.236067,0,700,1341,1,99.6%
41482585,Luxury Unlimited Group Inc.,1,CA,34.124596,-117.521412,1,1,1,(SUV),0,AR,35.063958,-92.370596,0,900,171,1,100.0%
41399221,Emarat Shipping Inc 1,1,CA,33.795232,-117.998295,1,1,1,(SUV),0,AR,35.779513,-90.742341,0,950,807,1,99.2%
41447964,Q Auto Transport LLC,0,CA,33.703402,-116.229186,1,1,1,(Car),0,AR,34.752862,-92.274760,0,650,1465,1,100.0%
41462931,Door to Door Transport,1,CA,33.352930,-117.418744,1,1,1,(Pickup),0,AR,36.247120,-94.111849,0,850,2913,1,99.9%
41439669,Dixon Worldwide Logistics Inc,1,CA,33.964032,-118.273705,1,1,1,(Car),0,AR,33.241951,-93.180758,0,601,328,1,97.7%
41480662,AutoStar Transport Express LLC (prev. Auto...,1,CA,33.814615,-117.824086,1,1,1,(Car),0,AR,35.240318,-91.704914,0,600,2601,1,100.0%
41488875,Stateway Auto Transportation,0,CA,33.685908,-117.824719,1,1,1,(Car),0,AR,36.168660,-94.455412,0,900,2429,1,98.9%
41491775,"DIY Transport, Inc.",1,CA,34.609119,-117.818425,1,1,1,(Car),0,AR,36.180440,-94.035930,0,780,1977,1,100.0%
41435103,Q Auto Transport LLC,0,CA,33.912776,-118.345632,1,1,0,(Car),0,AR,35.464129,-94.340980,0,700,1465,1,100.0%
41279961,Stateway Auto Transportation,1,CA,32.724598,-116.993628,1,1,1,(Car),0,AR,33.602303,-92.153597,0,650,2429,1,98.9%
41476092,Reindeer Logistics Inc. (prev. Reindeer Au...,1,CO,40.048024,-105.206798,1,1,1,(Car),0,AR,35.198376,-94.194922,0,575,983,1,99.4%
41480957,"DIY Transport, Inc.",1,CO,39.789772,-104.828404,2,2,1,(2 Car),0,AR,34.796793,-92.515202,0,1000,1977,1,100.0%
41480756,Carsarrive Network Inc.,1,CO,39.910660,-105.006741,2,2,1,(2 Car),0,AR,34.782052,-92.152820,0,1175,953,1,99.4%
41413113,Auto Transport 123,0,CT,41.782600,-72.661300,1,1,1,(SUV),0,AR,35.366736,-94.414673,0,550,2304,1,100.0%
41491938,Ready Auto Transport (RAT),1,FL,30.591293,-87.002077,1,1,1,(Other),0,AR,34.603058,-92.491436,0,420,1699,1,99.9%
41304074,G&G GA Transport Inc,1,FL,30.456169,-81.537453,1,1,1,(SUV),0,AR,35.063958,-92.370596,0,375,105,1,100.0%
41460299,Prestige Shipping Inc.,1,FL,30.456169,-81.537453,1,1,1,(SUV),0,AR,35.063958,-92.370596,0,450,54,1,100.0%
41485770,Masafi Used Auto Spare Parts LLC,1,FL,30.344659,-81.734322,1,1,1,(Car),0,AR,35.063958,-92.370596,0,350,209,1,98.3%
41477462,Signature Motorsports LLC,1,FL,28.074742,-80.632606,1,1,1,(Motorcycle),0,AR,35.274120,-94.373690,0,700,265,1,99.2%
41420189,Stateway Auto Transportation,1,FL,27.788998,-82.728388,1,1,1,(Pickup),0,AR,35.802026,-92.579150,0,550,2429,1,98.9%
41374361,"DIY Transport, Inc.",1,FL,28.555472,-82.524481,1,1,1,(SUV),0,AR,33.592290,-91.739966,0,550,1977,1,100.0%
41491619,Horizon Motors Inc,1,FL,28.570418,-81.535782,1,1,1,(SUV),0,AR,34.782052,-92.152820,0,300,52,1,100.0%
41448479,Bolufe Body Shop Corp,1,FL,25.860064,-80.271484,1,1,1,(Pickup),0,AR,34.690957,-92.068473,0,700,38,1,100.0%
41483037,"Hanover Transport, Inc",1,FL,30.454597,-87.258345,1,1,1,(SUV),0,AR,35.240318,-91.704914,0,400,1502,1,100.0%
41412322,TAT services,1,FL,28.386921,-81.357284,1,1,1,(Car),0,AR,33.462776,-93.883159,0,400,0,1,[N/A]
41449623,Autos On The Go LLC,1,GA,34.005912,-84.470780,1,1,1,(Van),0,AR,34.673660,-92.369697,0,375,1162,1,99.8%
41478499,Stateway Auto Transportation,1,GA,34.515587,-85.285974,1,1,1,(Car),0,AR,34.673660,-92.369697,0,280,2429,1,98.9%
41443032,Dapex Inc.,1,GA,32.082868,-81.137852,1,1,0,(SUV),0,AR,34.690957,-92.068473,0,470,458,1,99.7%
41434408,C Auto Group Inc. (prev. Basset Motor Sale...,1,GA,32.292755,-81.231372,1,1,0,(Car),0,AR,36.187614,-94.239698,0,400,583,1,99.1%
41377030,Auto Transport 123,0,GA,32.111429,-81.254363,1,1,1,(Car),0,AR,34.280294,-92.121521,0,350,2304,1,100.0%
41471913,Massrec LLC,1,IL,42.342906,-88.112125,1,1,1,(Motorcycle),0,AR,36.294829,-91.575750,0,400,337,1,99.4%
41059614,"C Auto Transport, Inc",1,IL,41.931285,-88.007188,1,1,1,(Car),0,AR,35.198376,-94.194922,0,350,417,1,100.0%
41459304,Professional Trans Svcs LLC/PTS Auto Carri...,1,IN,39.318010,-85.479184,1,1,0,(Pickup),0,AR,34.782052,-92.152820,0,350,1160,1,99.9%
41430532,South Beach Transport,1,IN,41.359660,-86.310828,1,1,1,(Pickup),0,AR,35.275751,-93.684532,0,450,1954,1,99.9%
41480746,Heartland Auto Shippers,1,KS,39.171248,-96.547604,1,1,1,(Pickup),0,AR,34.744879,-92.346546,0,250,404,1,100.0%
41466960,Stars Auto Sales,1,KY,37.041596,-86.468559,1,1,0,(Van),0,AR,35.114982,-90.155922,0,350,212,1,100.0%
41492016,Ready Auto Transport (RAT),1,LA,31.278806,-92.532920,1,1,1,(Other),0,AR,35.301684,-94.406618,0,260,1699,1,99.9%
41360363,Elite Auto Hauling Services LLC,0,MD,39.295824,-76.607773,1,1,1,(Car),0,AR,35.944537,-94.091378,0,300,142,1,100.0%
41456276,Auto Life LLC,1,MD,39.095536,-76.802100,1,1,1,(SUV),0,AR,34.782052,-92.152820,0,350,16,1,100.0%
41490791,AutoGo Transport,1,MI,42.462728,-83.403556,1,1,1,(SUV),0,AR,36.358326,-94.236067,0,550,445,1,100.0%
41465156,Express Automotive,1,MI,42.556121,-83.117606,1,1,1,(Car),0,AR,35.063958,-92.370596,0,450,52,1,100.0%
41485826,Chase Auto Sales Inc,1,MI,42.367841,-83.138984,1,1,0,(SUV),0,AR,35.063958,-92.370596,0,400,205,1,98.5%
41491462,B&R Sales Inc,1,MI,42.367841,-83.138984,1,1,0,(SUV),0,AR,35.063958,-92.370596,0,400,64,1,100.0%
41490080,Direct Connect Auto Transport Inc.,1,MI,43.414012,-83.926210,1,1,1,(SUV),0,AR,35.227932,-90.824902,0,350,1942,1,100.0%
41479344,R.L. Brookdale Motors Inc.,1,MN,45.063892,-93.340708,1,1,1,(Pickup),0,AR,36.302142,-94.121411,0,450,87,1,100.0%
41477980,MetroGistics LLC,1,MO,38.792465,-90.387003,1,1,1,(Car),0,AR,35.301684,-94.406618,0,200,2680,1,100.0%
41404913,PRA Location Services LLC,1,MO,39.104106,-94.599688,5,1,1,(5 Motorcycle),0,AR,34.228600,-92.003400,0,750,580,1,100.0%
41478998,US Transport LLC (prev. All Road Transport...,1,MO,37.220780,-93.328184,1,1,1,(ATV),0,AR,35.909708,-94.310825,0,80,49,1,100.0%
41491816,Carsarrive Network Inc.,1,MO,39.160716,-94.449162,1,1,1,(Car),0,AR,36.302142,-94.121411,0,120,953,1,99.4%
41491916,Ready Auto Transport (RAT),1,MO,39.160716,-94.449162,1,1,0,(Other),0,AR,33.462776,-93.883159,0,480,1699,1,99.9%
41476890,Eagle Auto Shipping LLC,0,MS,30.390990,-89.072912,1,1,1,(Car),0,AR,34.752862,-92.274760,0,350,176,1,100.0%
41491436,Ecar Movers,1,MS,30.387557,-89.272081,1,1,1,(Other),0,AR,34.673660,-92.369697,0,300,458,1,99.5%
41418790,Integrity Hot Shot Services LLC,0,MS,32.299758,-88.605536,1,1,1,(Pickup),0,AR,34.862469,-92.404514,0,225,597,1,100.0%
41304196,BWT Group LLC,1,MT,46.857761,-114.015020,1,1,1,(SUV),0,AR,34.477713,-93.060354,0,600,1034,1,98.3%
41432295,"Haul Away Logistics, LLC",1,NC,35.056788,-76.699534,1,1,1,(Car),0,AR,35.565040,-92.588855,0,600,1246,1,99.2%
41490007,MetroGistics LLC,1,NC,35.123281,-80.933955,1,1,1,(Car),0,AR,34.752862,-92.274760,0,450,2680,1,100.0%
41486359,Woodhouse Lincoln,1,NE,41.122968,-95.890562,1,1,1,(SUV),0,AR,36.358326,-94.236067,0,275,113,1,100.0%
41491926,Ready Auto Transport (RAT),1,NE,41.158714,-96.138182,1,1,0,(Other),0,AR,35.274120,-94.373690,0,465,1699,1,99.9%
41385413,RoadRunner Auto Transport,1,NH,43.065957,-71.437200,1,1,1,(Car),0,AR,33.583266,-91.247204,0,700,2593,1,100.0%
41174622,Auto Transport 123,1,NV,35.990387,-115.211564,1,1,1,(Car),0,AR,36.458838,-94.120812,0,625,2304,1,100.0%
41464731,BWT Group LLC,1,NY,40.688784,-73.374758,1,1,1,(SUV),0,AR,35.888104,-90.638038,0,650,1034,1,98.3%
41470791,CMR Global Logistics Inc.,1,NY,40.688784,-73.374758,1,1,1,(Car),0,AR,35.888104,-90.638038,0,800,373,1,98.4%
41476710,New Way Moving Services,1,NY,40.885427,-73.164651,1,1,1,(Car),0,AR,34.805287,-92.244662,0,400,1319,1,97.7%
41429896,Mid South Brokers,1,OH,41.667276,-83.722526,1,1,1,(Pickup),0,AR,36.034808,-94.269069,0,450,13,1,100.0%
41486850,United Road Logistics LLC,1,OK,36.189570,-95.824382,1,0,1,(SUV),0,AR,35.186975,-93.195135,0,145,1167,1,98.7%
41491954,Ready Auto Transport (RAT),1,OK,35.449670,-97.565661,1,1,1,(Other),0,AR,34.280294,-92.121521,0,275,1699,1,99.9%
41475910,E-Z Rent A Car,1,OK,35.420678,-97.570074,1,1,1,(SUV),0,AR,34.690957,-92.068473,0,250,181,1,98.9%
41395137,Reindeer Logistics Inc. (prev. Reindeer Au...,1,PA,41.458054,-75.730478,1,1,1,(Car),0,AR,35.063958,-92.370596,0,625,983,1,99.4%
41480861,BWT Group LLC,1,PA,40.319659,-75.512818,1,1,1,(Car),0,AR,33.462776,-93.883159,0,750,1034,1,98.3%
41468309,Carsarrive Network Inc.,1,TN,35.222170,-89.922165,1,1,1,(Car),0,AR,34.603058,-92.491436,0,110,953,1,99.4%
41492522,United Road Logistics LLC,1,TN,36.175305,-86.490896,1,0,0,(Car),0,AR,35.575604,-90.714299,0,250,1167,1,98.7%
41484062,Silver Star Logistics LLC,0,TN,35.149700,-90.048700,1,1,1,(Car),0,AR,34.752862,-92.274760,0,150,65,1,100.0%
41467690,Secure Auto Shipping Inc. 1,1,TN,36.186202,-82.311707,1,1,1,(Motorcycle),0,AR,36.331388,-92.406648,0,250,1997,1,100.0%
41480825,Ship Your Car For Less Inc,0,TN,36.186202,-82.311707,1,1,1,(Motorcycle),0,AR,36.331388,-92.406648,0,300,10,1,100.0%
41323398,"All Star Direct Auto Shipping, LLC (prev. ...",0,TX,35.770008,-101.291614,1,1,1,(Pickup),0,AR,33.565400,-92.254464,0,275,828,1,100.0%
41483470,United Road Logistics LLC,1,TX,32.683676,-96.938141,1,0,1,(Car),0,AR,34.534538,-92.621910,0,175,1167,1,98.7%
41485833,Dynamic Auto Movers LLC,1,TX,30.094544,-94.093352,1,1,1,(Pickup),0,AR,36.288822,-93.558175,0,600,1230,1,100.0%
41485017,Great-Autorino,1,TX,29.668938,-95.587576,1,1,1,(SUV),0,AR,35.063958,-92.370596,0,200,70,1,97.1%
41486471,BWT Group LLC,1,TX,30.085900,-94.101400,1,1,1,(Pickup),0,AR,36.387045,-93.745625,0,550,1034,1,98.3%
41489790,Dixon Worldwide Logistics Inc,1,TX,30.094544,-94.093352,1,1,1,(Pickup),0,AR,36.387045,-93.745625,0,500,328,1,97.7%
41489074,Mid City McAndrew Motors,1,TX,32.722022,-97.162347,1,1,1,(Travel Trailer),0,AR,34.625443,-92.251744,0,400,182,1,100.0%
41393757,United American Auto Transport,1,TX,33.627516,-96.719286,1,1,0,(Pickup),0,AR,34.341836,-92.905749,0,300,2111,1,100.0%
41463753,Allied Auto Shippers LLC,1,TX,32.641920,-97.329991,1,1,1,(Car),0,AR,34.018886,-93.881711,0,200,477,1,100.0%
39982091,Nytti Corp,1,TX,33.003921,-96.895926,1,1,1,(Motorcycle),0,AR,34.782052,-92.152820,0,100,270,1,100.0%
41478915,"Sims Waters & Associates, Inc",1,TX,29.306824,-94.771914,1,1,1,(SUV),0,AR,35.909708,-94.310825,0,400,225,1,100.0%
41490161,C & W Used Cars,1,TX,29.910815,-95.337922,1,1,0,(Car),0,AR,35.909708,-94.310825,0,350,428,1,99.3%
41488331,Ark Shipping Line LLC,1,TX,29.682972,-95.048232,1,1,0,(Car),0,AR,34.690957,-92.068473,0,300,363,1,100.0%
41492253,Ready Auto Transport (RAT),1,TX,32.816483,-97.107439,1,1,0,(Other),0,AR,35.464129,-94.340980,0,240,1699,1,99.9%
41492254,Ready Auto Transport (RAT),1,TX,32.816483,-97.107439,1,1,1,(Other),0,AR,35.464129,-94.340980,0,215,1699,1,99.9%
41416865,AutoDriveaway Dallas,1,TX,32.959787,-96.838472,1,1,1,(Van),0,AR,34.310133,-94.355807,0,275,97,1,99.5%
41478618,Ship A Car Inc.,1,UT,40.507525,-111.699774,1,1,1,(Car),0,AR,35.944537,-94.091378,0,750,2170,1,100.0%
41468631,"DIY Transport, Inc.",1,VA,37.065054,-76.528166,1,1,1,(Car),0,AR,34.534538,-92.621910,0,450,1977,1,100.0%
41427166,Reindeer Logistics Inc. (prev. Reindeer Au...,1,WA,47.504128,-122.109663,1,1,1,(Car),0,AR,36.358326,-94.236067,0,900,983,1,99.4%
41364102,Direct Connect Auto Transport Inc.,0,WA,47.392329,-122.264592,1,1,1,(Car),0,AR,35.944537,-94.091378,0,1100,1942,1,100.0%
41461294,Auto Transport 123,0,WA,47.750280,-122.204651,1,1,1,(Motorcycle),0,AR,34.752862,-92.274760,0,550,2304,1,100.0%
41483235,Carsarrive Network Inc.,1,WA,47.165782,-122.503179,1,1,1,(Car),0,AR,34.843360,-92.324612,0,800,953,1,99.4%
41404733,State 2 State Auto Transport,1,AL,34.804218,-86.592350,1,1,1,(Car),0,AZ,33.370003,-112.035334,0,545,1260,1,100.0%
41478366,Dixon Worldwide Logistics Inc 2,1,AL,33.490064,-85.904183,1,1,1,(Car),0,AZ,33.509472,-112.142906,0,400,2,1,100.0%
41443675,Dixon Worldwide Logistics Inc,1,AL,34.514366,-85.829862,1,1,0,(Car),0,AZ,33.442828,-112.986996,0,775,328,1,97.7%
41464618,All Points Auto Transport LP,1,AL,34.645902,-86.752326,2,2,1,"(Car, SUV)",0,AZ,32.196131,-111.005014,0,2000,220,1,98.6%
41143246,Safeway Car Transport LLC,1,AR,36.118166,-94.059994,1,1,1,(Car),0,AZ,33.432721,-111.848279,0,500,865,1,99.7%
41438012,Vehicle Relocation Specialists Inc,1,AR,34.894327,-92.238748,1,1,1,(Car),0,AZ,32.213772,-110.823808,0,600,138,1,100.0%
41488902,Enterprise Fleet Management,1,AZ,33.407150,-112.025909,1,1,1,(Van),0,AZ,31.486183,-109.420268,0,150,113,1,98.2%
41427886,Freedom Auto Transport LLC,0,AZ,31.464272,-110.994375,1,1,1,(Other),0,AZ,35.372508,-113.952784,0,0,2108,1,100.0%
41483129,Enterprise Fleet Management,1,AZ,33.407150,-112.025909,1,1,1,(Van),0,AZ,34.039495,-114.314001,0,250,113,1,98.2%
41484004,Reindeer Logistics Inc. (prev. Reindeer Au...,1,AZ,33.386055,-111.841322,1,1,1,(Car),0,AZ,34.044276,-111.230920,0,200,983,1,99.4%
41446307,Schmitt's Superior Classics,1,AZ,32.707432,-114.680091,1,1,1,(Van),0,AZ,33.428058,-112.186166,0,175,112,1,100.0%
41491841,MetroGistics LLC,1,AZ,33.631186,-112.093201,3,3,1,(3 Car),0,AZ,32.269386,-111.004044,0,195,2680,1,100.0%
41491855,Carsarrive Network Inc.,1,AZ,33.421242,-112.272442,1,1,1,(Car),0,AZ,32.269386,-111.004044,0,85,953,1,99.4%
41278210,BWT Group LLC,1,AZ,34.525073,-111.856111,1,1,0,(Pickup),0,AZ,32.217872,-110.968616,0,175,1034,1,98.3%
41488515,Rio Vista Chevrolet,0,CA,34.650996,-120.222787,1,1,1,(SUV),0,AZ,33.326048,-111.824420,0,250,43,1,100.0%
41470878,Dynamic Auto Movers LLC,1,CA,33.195900,-117.378900,1,1,1,(Car),0,AZ,35.009572,-114.581531,0,100,1230,1,100.0%
41492368,Ready Auto Transport (RAT),1,CA,34.191708,-118.826396,1,1,1,(Other),0,AZ,33.279298,-111.737812,0,175,1699,1,99.9%
41491539,ADZ Transport Inc,1,CA,33.923076,-118.274317,1,1,1,(Car),0,AZ,33.538168,-112.185914,0,174,395,1,99.1%
41490636,South Beach Transport,1,CA,32.793814,-116.969497,1,1,0,(Car),0,AZ,33.538168,-112.185914,0,235,1954,1,99.9%
41381458,Central Valley Trans,1,CA,34.077968,-117.587449,1,1,1,(Car),0,AZ,31.833498,-111.002604,0,150,458,1,98.9%
41473766,Auto Driveaway-Tucson,1,CA,37.712627,-121.904985,1,1,1,(SUV),0,AZ,31.833498,-111.002604,0,450,134,1,100.0%
41486256,Martin Transports International Inc.,1,CA,33.826185,-118.258874,1,1,0,(Van),0,AZ,35.372508,-113.952784,0,300,260,1,100.0%
41491430,Motor City Sales Service,1,CA,35.156362,-119.046687,1,1,1,(Pickup),0,AZ,34.475370,-114.340188,0,300,165,1,100.0%
41473754,Southeast Auto Movers LLC,0,CA,33.835500,-117.913600,1,1,1,(Car),0,AZ,34.475370,-114.340188,0,200,37,1,97.3%
41489998,We Will Transport It Corp,1,CA,33.810422,-117.979420,1,1,1,(Other),0,AZ,34.649452,-114.187447,0,275,1839,1,99.5%
41473789,Initial Logistics LLC,1,CA,34.146127,-117.459940,1,1,0,(Pickup),0,AZ,34.475370,-114.340188,0,225,1295,1,99.9%
41453686,Coastal Auto Shipping LLC,1,CA,33.777769,-118.203827,1,1,1,(SUV),0,AZ,33.449836,-111.767694,0,225,298,1,100.0%
41490620,Passage Auto Transport,1,CA,33.875014,-118.240778,1,1,1,(Car),0,AZ,33.404312,-111.632641,0,225,924,1,99.5%
41386611,Hat Creek Carriers,1,CA,37.419156,-122.075413,1,1,1,(Car),0,AZ,33.397254,-111.785840,0,350,725,1,88.1%
41491363,Montway Inc.,1,CA,38.874453,-121.152408,1,1,1,(Car),0,AZ,32.401553,-110.953036,0,525,1701,1,100.0%
41418594,Car Delivery USA Inc,1,CA,34.278500,-119.292500,1,1,1,(Boat),0,AZ,36.803584,-111.203916,0,4200,2015,1,99.6%
41489639,The Finest Carrier Inc,1,CA,33.977854,-118.445271,1,1,1,(Car),0,AZ,34.044276,-111.230920,0,400,214,1,100.0%
41485147,World Wide Express LLC,1,CA,33.876760,-118.286071,1,1,1,(Heavy Equipment),0,AZ,33.384976,-112.105396,0,400,228,1,99.6%
41488252,Great American Transport,0,CA,33.994062,-118.152349,1,1,0,(Car),0,AZ,33.448446,-111.973861,0,200,613,1,97.3%
41489568,United Routes LLC,1,CA,33.685157,-117.734614,4,3,1,"(2 Car, 2 SUV)",0,AZ,33.450640,-112.069406,0,800,1081,1,99.7%
41489729,United Routes LLC,1,CA,33.684110,-117.827543,4,3,1,"(Car, 3 SUV)",0,AZ,33.450640,-112.069406,0,800,1081,1,99.7%
41490856,Isy1 LLC,1,CA,34.065164,-118.084194,1,1,1,(Car),0,AZ,33.625572,-112.054559,0,250,878,1,100.0%
41491667,MetroGistics LLC,1,CA,33.876760,-118.286071,2,2,1,(2 Car),0,AZ,33.631186,-112.093201,0,180,2680,1,100.0%
41482510,Transworld Logistics,0,CA,34.146010,-119.154322,1,1,1,(Car),0,AZ,33.448446,-111.973861,0,200,198,1,98.0%
41475162,United Road Logistics LLC,1,CA,34.244058,-117.308554,1,0,0,(Car),0,AZ,33.428058,-112.186166,0,190,1167,1,98.7%
41482303,Transworld Logistics,0,CA,32.994160,-117.075305,1,1,1,(Car),0,AZ,33.448446,-111.973861,0,225,198,1,98.0%
41434852,1Flat-Rate LLC,1,CA,37.632707,-122.114122,1,1,1,(Car),0,AZ,33.625572,-112.054559,0,250,944,1,99.8%
41492346,Ready Auto Transport (RAT),1,CA,36.172808,-119.363020,1,1,1,(Other),0,AZ,33.407150,-112.025909,0,285,1699,1,99.9%
41444108,Auto Transport 123,1,CA,37.006763,-121.878693,1,1,1,(Van),0,AZ,33.746387,-111.679598,0,800,2304,1,100.0%
41480194,AutoStar Transport Express LLC 2,1,CA,38.014874,-121.911466,1,1,1,(Car),0,AZ,33.610962,-111.890114,0,285,70,1,98.6%
41479630,Patriot Auto Transport LLC,1,CA,38.014874,-121.911466,1,1,1,(Car),0,AZ,33.610962,-111.890114,0,275,835,1,98.2%
41492266,Ready Auto Transport (RAT),1,CA,35.282800,-120.658700,1,1,1,(Other),0,AZ,33.494096,-111.922881,0,260,1699,1,99.9%
41491673,Stroh's Auto Trans,0,CA,33.527472,-117.713265,1,1,1,(SUV),0,AZ,33.651330,-112.376444,0,175,182,1,100.0%
41487759,Auto Relocators,1,CA,33.939338,-117.955881,3,3,1,"(2 Car, SUV)",0,AZ,33.421242,-112.272442,0,425,44,1,100.0%
41491423,Newell Auto Group,1,CA,37.975074,-122.154813,1,1,1,(Van),0,AZ,33.421242,-112.272442,0,350,74,1,100.0%
41490135,J & M Motorsports Llc,1,CA,37.419156,-122.075413,1,1,1,(SUV),0,AZ,33.421242,-112.272442,0,250,66,1,100.0%
41481764,MetroGistics LLC,1,CA,39.937912,-122.262277,1,1,1,(Car),0,AZ,32.269386,-111.004044,0,625,2680,1,100.0%
41397740,Coastal Auto Shipping LLC,0,CA,33.762854,-118.199285,1,1,1,(Car),0,AZ,32.098451,-110.730798,0,250,298,1,100.0%
41463593,Reindeer Logistics Inc. (prev. Reindeer Au...,1,CA,34.483586,-118.060418,1,1,1,(Car),0,AZ,32.214174,-110.883826,0,400,983,1,99.4%
41490553,Navy Auto Transport LLC,1,CA,33.252431,-117.286027,1,1,1,(Car),0,AZ,32.269386,-111.004044,0,200,699,1,99.9%
41490257,AMPM Auto Transport,0,CA,37.740000,-122.380000,2,2,1,(2 Car),0,AZ,32.204030,-110.946645,0,750,638,1,99.7%
41429976,Reindeer Logistics Inc. (prev. Reindeer Au...,1,CO,38.889456,-104.700522,1,1,1,(Car),0,AZ,33.324126,-111.876872,0,475,983,1,99.4%
41489864,United American Auto Transport,1,CO,40.062962,-105.022180,1,1,1,(Car),0,AZ,33.619195,-111.951657,0,400,2111,1,100.0%
41385771,Fidelity Auto Shipping,1,CO,39.847134,-105.421941,1,1,1,(Car),0,AZ,33.458894,-111.926374,0,400,1296,1,99.9%
41460927,"ESAF ENTERPRISE, LLC.",1,CO,39.183388,-108.594823,1,1,1,(SUV),0,AZ,33.458894,-111.926374,0,325,1,1,100.0%
41325615,Acme Auto Shipping,1,CO,39.957005,-105.157764,1,1,1,(Car),0,AZ,32.248016,-110.947413,0,450,1426,1,100.0%
41357149,Excellent Auto Transport,1,CO,39.533292,-105.156990,1,1,0,(Pickup),0,AZ,32.213772,-110.823808,0,550,937,1,100.0%
41459251,"Mercury Auto Transport, Inc.",1,CT,41.939313,-72.736118,1,1,1,(Car),0,AZ,33.241195,-112.768102,0,650,2712,1,100.0%
41489262,Affordable Auto Transportation Inc.,1,CT,41.551596,-72.992267,1,1,1,(Car),0,AZ,33.619195,-111.951657,0,600,1934,1,99.7%
41488225,Auto Transport Team LLC,1,FL,28.283592,-82.461176,1,1,1,(Car),0,AZ,33.358686,-112.328317,0,600,616,1,99.8%
41482398,AmeriFreight,1,FL,28.480217,-81.555979,1,1,1,(SUV),0,AZ,33.551108,-112.589754,0,450,1341,1,99.6%
41422059,CLS Services Inc.,1,FL,28.134464,-82.354097,1,1,1,(Car),0,AZ,33.551108,-112.589754,0,550,627,1,100.0%
41444644,CJ Auto Transport Services Corp,1,FL,29.912319,-81.542679,1,1,1,(Car),0,AZ,33.269825,-111.828842,0,600,261,1,100.0%
41482266,All American Transport -OCC Transport Co.,1,FL,28.097840,-82.687927,1,1,1,(SUV),0,AZ,33.603740,-111.742483,0,500,1957,1,100.0%
41484548,Cavalier Auto Transport LLC,1,FL,30.454597,-87.258345,1,1,1,(SUV),0,AZ,33.239632,-111.722224,0,650,793,1,100.0%
41482290,The Car Carriage LLC,1,FL,28.450127,-81.472588,1,1,1,(SUV),0,AZ,33.483096,-112.401205,0,550,183,1,100.0%
41489507,The Car Carriage LLC,0,FL,28.550000,-81.380000,1,1,1,(Car),0,AZ,33.483096,-112.401205,0,600,183,1,100.0%
41454854,Nationwide Transport Services LLC,1,FL,26.188293,-80.170448,1,1,1,(SUV),0,AZ,33.449836,-111.767694,0,600,3521,1,100.0%
